6135,NaN,NaN,4.77,0
6254,NaN,NaN,4.93,0
6364,NaN,NaN,4.94,0
6474,NaN,NaN,4.91,0
6584,10.5655986,59.8871288,4.91,0
6694,10.5655986,59.8871288,4.84,0
6804,10.5655986,59.8871288,4.78,0
6914,10.5655986,59.8871288,4.74,0
7024,10.5655972,59.8871288,4.72,0
7134,10.5655972,59.8871288,4.71,0
7244,10.5655972,59.8871288,4.75,0
7354,10.5655972,59.8871288,4.81,0
7464,10.5655972,59.8871288,4.81,0
7574,10.5655972,59.8871288,4.93,0
7684,10.5655972,59.8871288,5.1,0
7794,10.5655972,59.8871288,5.25,0
7904,10.5655972,59.8871288,5.35,0
8014,10.5655972,59.8871288,5.41,0
8124,10.5655972,59.8871288,5.44,0
8235,10.5655972,59.8871288,5.44,0
8345,10.5655972,59.8871288,5.44,0
8455,10.5655972,59.8871288,5.41,0
8565,10.5655972,59.8871288,5.36,0
8675,10.5655972,59.8871288,5.34,0
8785,10.5655938,59.8871288,5.35,0
8895,10.5655938,59.8871288,5.41,0
9005,10.5655925,59.8871288,5.52,0
9115,10.5655925,59.8871288,5.71,0
9225,10.5655925,59.8871288,5.94,0
9335,10.5655925,59.8871288,5.94,0
9445,10.5655925,59.8871288,6.15,0
9555,10.5655925,59.8871288,6.28,0
9665,10.5655925,59.8871288,0.01,0
9775,10.5655891,59.8871288,6.2,4.94
9885,10.5655891,59.8871288,6.08,4.94
9995,10.5655851,59.8871288,5.98,5.06
10105,10.5655851,59.8871288,5.96,5.06
10215,10.5655837,59.8871288,5.96,5.16
10326,10.5655837,59.8871288,6.01,5.16
10436,10.5655837,59.8871288,6.1,5.16
10546,10.5655837,59.8871288,6.22,5.16
10656,10.5655837,59.8871288,0.05,5.16
10766,10.5655837,59.8871288,0.14,5.16
10876,10.5655837,59.8871288,0.2,5.16
10986,10.5655777,59.8871288,0.23,5.42
11096,10.5655777,59.8871288,0.23,5.42
11206,10.5655756,59.8871342,0.23,5.67
11316,10.5655756,59.8871342,0.21,5.67
11426,10.5655736,59.8871342,0.17,5.9
11536,10.5655736,59.8871342,0.14,5.9
11646,10.5655736,59.8871342,0.12,5.9
11756,10.5655736,59.8871342,0.09,5.9
11866,10.5655736,59.8871342,0.07,5.9
11976,10.5655709,59.8871395,0.05,6.03
12086,10.5655709,59.8871395,0.05,6.03
12196,10.5655689,59.8871395,0.04,6.02
12306,10.5655689,59.8871395,0.09,6.02
12416,10.5655689,59.8871395,0.17,6.07
12526,10.5655689,59.8871395,0.27,6.07
12636,10.5655689,59.8871395,0.36,6.07
12746,10.5655689,59.8871395,0.42,6.07
12856,10.5655689,59.8871395,0.42,6.07
12966,10.5655662,59.8871449,0.42,6.19
13076,10.5655662,59.8871449,0.4,6.19
13186,10.5655662,59.8871449,0.37,6.14
13296,10.5655662,59.8871449,0.35,6.14
13406,10.5655635,59.8871557,0.32,0.09
13516,10.5655635,59.8871557,0.33,0.09
13626,10.5655635,59.8871557,0.38,0.09
13736,10.5655635,59.8871557,0.47,0.09
13846,10.5655635,59.8871557,0.58,0.09
13956,10.5655635,59.8871557,0.58,0.09
14066,10.5655635,59.8871557,0.67,0.09
14176,10.5655635,59.8871557,0.77,0.27
14286,10.5655635,59.8871557,0.88,0.27
14396,10.5655662,59.8871557,0.96,0.29
14507,10.5655662,59.8871557,0.96,0.29
